experiment,x_variable,x_label,y_variable,y_label,observed_x,observed_y,plot_x,plot_y,spearman_rho,q_value
4,aq_score,AQ,4_nf_daily,Daily familiarity,15,-0.5,14.832424643868096,-0.486870829567909,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,26,1,25.873598599051725,1.0111808802122846,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,17,0.25,16.885124938105449,0.23074902585754639,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,9,1.125,8.9725064740970577,1.112020863381104,0.2344950776831648,5.6196470670873507e-05
4,aq_score,AQ,4_nf_daily,Daily familiarity,19,0.25,18.941939257009786,0.26255388321754969,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,26,1.75,25.847854998856555,1.7649597482773078,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,11,0.875,10.869744218401788,0.87683256163805567,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,33,0.625,33.032854346842001,0.62049436380705736,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,17,-0.75,16.843068434674478,-0.73109666461807232,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,23,-0.375,22.895665805157709,-0.35753736470870351,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,32,1.375,31.839981702183721,1.3825605012287869,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,21,2.375,20.986090641999624,2.3676405509122307,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,43,-1.125,43.006034059027357,-1.0990143494485445,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,34,0.625,33.951963135023945,0.60059740011854701,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,13,0.5,13.155132250459411,0.49132384568301501,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,34,1.625,33.91157053523149,1.6374801703386732,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,19,0.5,18.846307890528276,0.4927382255417187,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,24,1.625,24.074280973836885,1.6273168372792166,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,12,1.375,11.986111226449612,1.3901860116739937,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,15,0.125,14.905188721555939,0.14460337124714021,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,17,0.875,16.947985057971085,0.85147649535573322,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,12,0,12.140343054514265,0.0015724215351243999,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,9,-0.5,8.897888632245408,-0.4905612276477116,0.2344950776831648,5.6196470670873507e-05
5,aq_score,AQ,4_nf_daily,Daily familiarity,22,1.5,21.857546135818765,1.5144124483745309,0.2344950776831648,5.6196470670873507e-05
