experiment,mode,questionnaire_variable,questionnaire_label,observed_face_fni,observed_questionnaire_value,plot_face_fni,plot_questionnaire_value
3,lab,maemuki_score,Maemuki,-0.27499999999999991,0.76845776056302373,-0.27933353094480939,0.77368722955173119
3,lab,maemuki_score,Maemuki,-0.030882352941176399,-0.70272651325282909,-0.023260574009289801,-0.70896689265366153
3,lab,maemuki_score,Maemuki,-0.47647058823529409,0.75596946912736385,-0.47390275689157341,0.7484437283608788
3,lab,maemuki_score,Maemuki,0.15588235294117639,0.59528049922786763,0.1609994543563473,0.58746023773043066
3,lab,maemuki_score,Maemuki,-1.0588235294117647,1.1950061390850866,-1.0687644084990431,1.1919223696765964
3,lab,maemuki_score,Maemuki,-0.26911764705882352,1.1624765828713195,-0.27963239185956829,1.1599249982070103
3,lab,maemuki_score,Maemuki,-0.34264705882352942,0.78146376041112875,-0.35257376148034708,0.77209248430860711
5,online,maemuki_score,Maemuki,0.4627941176470588,0.62552846763373082,0.4565623351807328,0.61725478725875482
5,online,maemuki_score,Maemuki,0.1676470588235294,0.44899717728665101,0.17743291208140541,0.45063268006191609
5,online,maemuki_score,Maemuki,0.027058823529411701,0.43980373914584431,0.019302886783864,0.45083540384317011
5,online,maemuki_score,Maemuki,0.73338235294117649,0.75243506493506496,0.7339645392128743,0.74714666011024189
5,online,maemuki_score,Maemuki,-0.0177941176470587,0.29329352421457688,-0.0136529405347921,0.28809949914292471
5,online,maemuki_score,Maemuki,0.2473529411764705,0.46176330978962549,0.25315566763341762,0.46843587222494448
5,online,maemuki_score,Maemuki,0.64676470588235291,0.70048606364395849,0.6429836996550502,0.69934853076476744
5,online,maemuki_score,Maemuki,-0.53970588235294126,-0.79237234500392395,-0.53144060301643392,-0.79445335832416009
5,online,maemuki_score,Maemuki,0.68000000000000005,-0.19829371408318769,0.68466001026357903,-0.19134591250109781
5,online,maemuki_score,Maemuki,-0.055588235294117598,0.71425090504037869,-0.052881243363582402,0.70679401995372304
5,online,maemuki_score,Maemuki,-0.17235294117647049,-0.24715829978987869,-0.182312824427801,-0.25649979789995231
5,online,maemuki_score,Maemuki,0.4122058823529412,0.4262771828561302,0.40439786696193991,0.42656742019315391
