analysis_record_id,experiment,mode,in_primary,face_fni,geometry_fni,scenery_fni,aq_score,daily_familiarity,maemuki_score,flow_original,flow_common12,negative_capability,novelty_benefit,familiarity_benefit,daily_food,daily_places,daily_movies,daily_restaurant,daily_clothes,daily_games,daily_books,daily_snacks
A274,5,online,True,0.0029411764705882,0.1289705882352941,-0.4501470588235294,21,0.875,0.7914166729956204,1.15384615385,1.08333333333,2.0,0.5,0.5,2,3,-2,2,3,0,-3,2
A275,5,online,True,0.0558823529411764,1.0336764705882353,-0.1727941176470588,26,0.625,-0.3872170957697273,0.692307692308,0.583333333333,1.7777777777777777,1.0,1.0,2,1,1,1,0,-1,0,1
A276,5,online,True,0.0292647058823529,0.3473529411764706,-0.0716176470588235,21,0.75,0.1971083010556694,0.461538461538,0.416666666667,0.4444444444444444,0.5,1.0,1,1,1,0,1,1,0,1
A277,5,online,True,0.8998529411764705,0.3247058823529412,1.1513235294117647,21,1.5,1.1788024353813826,1.84615384615,1.83333333333,2.0,2.0,1.5,2,2,0,2,2,0,3,1
A278,5,online,True,0.045735294117647,-0.611764705882353,-1.0588235294117647,23,0.125,1.1147208298524087,1.38461538462,1.41666666667,1.8888888888888888,1.5,1.5,-1,0,1,-1,1,2,0,-1
A279,5,online,True,-0.100735294117647,-0.165,-1.4676470588235293,34,2.125,0.0122218424850003,0.846153846154,0.75,-0.2222222222222222,-2.5,-2.5,3,3,-1,3,3,2,2,2
A280,5,online,True,0.243235294117647,0.4672058823529412,1.6591176470588236,40,1.125,1.0451466418571682,1.38461538462,1.33333333333,1.4444444444444444,2.5,3.0,2,2,-2,2,2,-1,2,2
A281,5,online,True,-0.6033823529411765,-0.3222058823529412,-0.5533823529411765,25,1.25,-0.0058596617807143,1.07692307692,1.0,1.8888888888888888,0.0,3.0,2,2,-1,2,2,2,2,-1
A282,5,online,True,0.2524999999999999,-0.1397058823529411,-1.455441176470588,12,0.5,1.239460076960077,1.46153846154,1.41666666667,0.7777777777777778,1.0,1.0,1,1,-2,1,2,-1,0,2
A283,5,online,True,0.4677941176470588,0.8829411764705882,-1.091764705882353,26,0.375,0.8232373863952811,1.07692307692,1.0,1.0,1.0,1.5,2,1,-2,0,-1,2,-1,2
A284,5,online,True,1.403529411764706,-0.2616176470588235,-1.1936764705882352,23,1.625,0.8867060327586643,1.15384615385,1.08333333333,2.0,0.0,1.0,2,1,2,3,1,3,-2,3
A285,5,online,True,0.0848529411764705,0.205735294117647,0.3755882352941176,22,1.25,0.4655657451710082,0.615384615385,0.5,0.8888888888888888,1.0,3.0,2,0,2,3,0,3,1,-1
A286,5,online,True,0.0976470588235294,0.5963235294117647,-1.0601470588235296,20,-0.75,0.9220424799372168,0.846153846154,0.75,2.7777777777777777,1.5,0.0,-1,-2,-2,-2,-1,1,0,1
A287,5,online,True,-0.0023529411764705,-0.2473529411764705,-0.2355882352941176,23,0.375,0.4397527910685805,0.692307692308,0.666666666667,0.4444444444444444,0.5,0.5,1,0,1,0,0,0,1,0
A288,5,online,True,-0.2269117647058823,0.1176470588235294,0.1852941176470588,22,0.75,0.348085807954229,0.769230769231,0.75,1.3333333333333333,0.5,0.0,1,0,1,1,1,0,1,1
A289,5,online,True,0.2320588235294118,-0.3201470588235294,-0.9547058823529412,21,-0.375,0.8985547834232044,0.846153846154,0.833333333333,1.8888888888888888,1.0,0.0,-1,1,-1,-1,2,-1,-1,-1
A290,5,online,True,0.2310294117647059,-0.7514705882352941,-0.0166176470588235,12,0.5,1.6626541100225312,1.53846153846,1.41666666667,3.0,3.0,2.0,1,2,2,-2,0,2,0,-1
A291,5,online,True,0.6176470588235294,-0.3522058823529411,-0.3529411764705882,30,2.25,0.3259487101592365,0.923076923077,0.833333333333,2.0,0.5,0.5,2,2,2,2,3,3,2,2
A292,5,online,True,-1.411764705882353,0.3530882352941176,-1.411764705882353,30,1.5,-0.0432027037290195,1.61538461538,1.5,1.2222222222222223,1.0,0.0,2,2,2,1,2,2,-1,2
A293,5,online,True,0.0575,-0.4672058823529412,-0.1154411764705882,14,1.25,0.5158420039998988,0.692307692308,0.666666666667,1.6666666666666667,0.5,1.0,2,2,1,1,0,2,0,2
A294,5,online,True,0.0327941176470588,-0.7241176470588235,-0.0598529411764705,14,-0.125,1.5576143641933116,1.61538461538,1.5,3.0,3.0,3.0,1,1,1,1,-3,0,-3,1
A295,5,online,True,-0.113235294117647,-0.4472058823529412,-0.6911764705882353,22,0.375,0.5282068808384598,0.230769230769,0.25,0.7777777777777778,0.0,0.0,1,1,0,0,0,1,0,0
A296,5,online,True,0.5026470588235294,0.3789705882352941,-0.140735294117647,21,1.125,0.8358718766613502,0.384615384615,0.333333333333,1.1111111111111112,1.0,0.0,2,2,1,2,2,2,-1,-1
A297,5,online,True,0.2686764705882353,0.0089705882352941,0.5720588235294117,20,0.375,0.6274705070757702,-0.0769230769231,-0.0833333333333,1.5555555555555556,0.0,0.5,2,2,-1,-1,2,-1,-1,1
A298,5,online,True,0.3014705882352941,-1.2397058823529412,-0.7695588235294117,13,-0.375,1.8984968734968737,1.61538461538,1.58333333333,2.0,2.5,2.0,3,-2,-3,-2,-2,2,-2,3
A299,5,online,True,1.0433823529411763,-1.1101470588235294,0.0083823529411764,24,1.5,1.3094231791600213,1.53846153846,1.41666666667,2.7777777777777777,0.5,0.5,3,3,-3,3,3,3,-3,3
A300,5,online,True,-0.3611764705882353,-0.1936764705882352,-0.7483823529411765,21,-1.25,0.457762778157515,1.23076923077,1.25,1.3333333333333333,2.5,0.0,-2,-1,-2,1,-1,0,-3,-2
A301,5,online,True,-0.213235294117647,0.4855882352941177,-0.8977941176470587,25,-0.75,0.5882082099187362,0.769230769231,0.833333333333,1.7777777777777777,1.5,1.0,1,-2,0,-2,-1,-1,0,-1
A302,5,online,True,1.1677941176470588,-0.3597058823529412,-1.2458823529411764,18,0.125,1.2148461431356168,1.76923076923,1.75,1.5555555555555556,1.5,1.5,2,0,-1,1,-2,2,-1,0
A303,5,online,True,0.018235294117647,0.1919117647058823,-1.0047058823529411,27,0.875,0.4398201944254576,0.769230769231,0.666666666667,1.6666666666666667,-1.0,2.0,0,2,2,-1,2,2,1,-1
A304,5,online,True,0.3119117647058824,-0.2614705882352941,-0.0429411764705882,30,1.125,0.1383550416445153,0.538461538462,0.5,1.2222222222222223,0.0,0.0,2,1,1,-1,2,1,1,2
A305,5,online,True,0.8645588235294117,-0.628235294117647,-0.1777941176470588,17,0.625,1.190337586390218,2.38461538462,2.33333333333,1.5555555555555556,2.0,2.0,3,-1,2,-1,2,2,-1,-1
