4_1_n_affect_daily,4_2_f_affect_daily,4_nf_daily,aq_score,experiment,plot_4_1_n_affect_daily_x,plot_4_1_n_affect_daily_aq,plot_4_2_f_affect_daily_x,plot_4_2_f_affect_daily_aq
3.0,3.0,-0.375,13,5,3.0626298595882955,12.963197110341126,2.8958729446012246,13.092961759127641
0.0,-2.0,1.0,32,5,0.07727057027600331,31.84212042327466,-1.9685932783177935,31.724924113989385
2.0,2.0,0.625,10,5,2.04205300288577,10.150385954441138,2.0520116806142163,9.999626527392488
0.5,-0.5,0.5,22,5,0.555702154990993,21.72745007927191,-0.6045984619547216,21.96161220651395
3.0,2.5,0.375,13,5,2.9276487204323187,13.027553241010372,2.4262539365633824,12.702909203022132
-2.0,1.0,-0.5,23,5,-2.0235506892851016,22.888100068985587,0.9263840323400268,23.31059316888332
1.5,1.5,0.25,12,5,1.585549755963886,12.296420528807925,1.4066256163611683,11.865460274570044
3.0,1.5,0.0,25,5,2.958168103637968,24.824960327332807,1.5210405281352808,25.230192942497652
0.0,0.0,0.625,30,5,0.02515995485215322,30.18275882089057,0.07948376187567241,30.250378220083853
1.0,1.0,0.5,28,5,1.03236480962939,27.694237395370923,1.0128985052969923,28.281207164325952
0.0,0.5,1.75,14,5,-0.08267714479358385,13.999664296403205,0.5328225101938814,14.166385047995664
1.0,1.0,1.25,25,5,0.9824055036628953,25.25473303315186,0.9745914520621192,25.093291104336185
1.0,2.0,0.875,21,5,0.9610199038970804,21.122654931904183,1.9023521674341526,20.891862389823356
0.0,0.0,1.25,13,5,0.09410721207197797,12.863317833172676,0.03547404315341394,13.095178068951068
2.5,1.0,-0.125,13,5,2.5393083973181465,13.25914582695978,0.9278380909785843,12.776122249083492
1.5,0.5,-0.125,16,5,1.550594188769318,15.711971531209963,0.41697533464340814,16.2377768560284
1.0,0.5,1.0,22,5,1.0907947605088593,22.020294772417376,0.4665655665768845,22.2331530866573
2.0,2.5,1.875,17,5,2.0455634605893462,17.053057862023444,2.405081788019714,16.83393145434882
0.5,0.5,0.625,17,5,0.5320641083292015,16.97797405341418,0.4999899877249699,17.201972115984482
1.0,1.0,2.0,13,5,0.9476843249568804,13.145245992165624,1.0907927701010096,12.790563428881136
0.5,0.5,-0.375,19,5,0.515254907046103,18.847973202910325,0.5160916092558862,19.074891156227395
1.5,-1.0,-1.625,23,5,1.5904719211031788,22.8076419250455,-0.9907165073611665,23.038844816884186
1.5,1.0,2.0,33,5,1.4633862263074582,33.022138248693544,1.0601328731301576,32.75714986718144
-2.0,-1.5,0.625,26,5,-2.0274822160633192,25.83157665443743,-1.4135034973367882,25.9024364975174
1.5,2.0,-0.25,19,5,1.597609853159711,18.78729030189965,1.9394128436291365,18.718114012921884
-1.5,-2.5,0.75,24,5,-1.5629376473440784,23.922926867499523,-2.533184743760364,23.88471448994568
2.0,1.0,1.625,16,5,1.919574722684012,16.216047210259156,0.9633683339549667,16.17371716532992
1.5,0.0,-0.25,16,5,1.457294259810088,16.223431436444745,-0.08650518472010066,16.319014591536302
0.0,2.0,2.5,15,5,-0.0646041813987039,15.040536678721622,2.0606299709676272,14.852039011351415
1.5,1.5,0.25,9,5,1.6016061532914307,8.809364587366293,1.5860462846567545,9.158267795378649
-0.5,-0.5,-0.875,24,5,-0.5645946586603652,24.183742573594103,-0.5891406277382318,24.11632914402955
